cell_num	coverage_mean	coverage_variance	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	zygosity_rate	estimates_type	deletion_rate	insertion_rate	allelic_seq_cov	allelic_seq_cov_raw_var	gamma_shape	population_size	loh_rate
40	20	10	0006	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0021439377970466	0.138286	39.3292194	2.02574	0.00409395	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0007	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0024044099033992	0.1502719999999999	38.4146646	2.30733	0.00895121	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0007	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0022431691896341	0.1564489999999999	33.7925023	2.03657	0.00596287	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0008	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0024537337322345	0.156702	39.2293584	2.29177	0.00145308	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0008	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0024749574815342	0.14454	28.2204444	2.02276	0.00113038	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0009	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0022656162615386	0.134827	47.357093	2.28302	0.008744	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0009	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0021356642425235	0.1537899999999999	40.7308875	2.02065	0.00885412	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0010	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0022232678837261	0.160084	52.583407	2.31302	0.00189362	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0010	sciphi	candidate_snvs	NA	NA	inc_cnv	0.002010133877654	0.163956	47.7104043	2.0833	0.000901936	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0011	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0022408511274746	0.137841	51.723204	2.24769	0.00357529	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0011	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0019758310001091	0.1433759999999999	49.7246475	2.03363	0.00471523	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0012	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0024782403392029	0.138796	35.0229954	2.35411	0.00150808	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0012	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0023272496095802	0.158933	30.0445211	2.03625	0.000570393	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0013	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0022790535003604	0.148162	46.256922	2.39086	0.0022209	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0013	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0021704558682517	0.1458979999999999	36.7901514	2.0543	0.00359482	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0014	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0024120628513743	0.149371	39.1389055	2.2059800000000003	0.00793642	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0014	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0022548000120383	0.151049	34.0311334	2.02039	0.00769638	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0015	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0024356359092945	0.152086	37.7031311	2.31009	0.00299592	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0015	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0022045969987847	0.156734	34.7090194	2.01934	0.00504638	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0016	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0023306123604844	0.1446539999999999	41.6862545	2.29655	0.0047531	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0016	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0022097222864821	0.149416	36.0471542	2.03182	0.00666111	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0017	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0024004390133118	0.154282	39.3640911	2.21596	0.00225359	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0017	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0021665326558443	0.164304	37.0565843	2.01696	0.0017847	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0018	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0024251326575414	0.141534	36.4481917	2.28663	0.00443178	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0018	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0022151977566487	0.153818	32.7285001	2.08879	0.00544378	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0019	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0022605016727888	0.146309	49.917238	2.32764	0.000890496	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0019	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0020067335420829	0.1641049999999999	45.854618	2.06496	0.0051353	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0020	sciphi	candidate_snvs	NA	NA	exc_cnv	0.0022377563425024	0.142575	49.630962	2.28859	0.00244228	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0020	sciphi	candidate_snvs	NA	NA	inc_cnv	0.0020464955595864	0.1413069999999999	44.9429756	2.02595	0.00272474	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0001	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.002318205336604	0.1604690666786587	51.41048930199681	2.5390230187562777	NA	median	NA	NA	22.0265276418844	13.975340240426966	15.50478207045073	0.3979654959359863	NA
40	20	10	0001	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020494652574033	0.0962143876833754	51.34099208060595	1.8178073979765617	NA	median	NA	NA	23.99429401034853	99.99529653988009	17.947173548314836	0.4662185806086811	NA
40	20	10	0002	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0022964800663899	0.1555202941696434	52.24026960037379	2.459977436875476	NA	median	NA	NA	22.40625637771216	14.22228743929088	13.967516068165278	0.3550767721828781	NA
40	20	10	0002	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020350740583299	0.0949108404185875	51.38914925430263	1.769264754003319	NA	mode	NA	NA	24.19005426114084	99.99233889590737	15.121575129514316	0.429135038966059	NA
40	20	10	0003	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0022732332542331	0.1626611960784215	51.547634086422185	2.5056158353054245	NA	median	NA	NA	22.03371788877882	13.923468782424624	14.616722517350208	0.5384038825533429	NA
40	20	10	0003	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020182030967694	0.0700106370772528	51.401684314268095	1.610665361102551	NA	median	NA	NA	23.402722753888117	99.99860725058382	17.029561546921254	0.6296717861491303	NA
40	20	10	0004	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0022768086070285	0.157944195584366	53.49900685889745	2.58530826399494	NA	median	NA	NA	22.08449349499808	13.09698470510878	15.214755575855031	0.4057344092269261	NA
40	20	10	0004	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020347692462418	0.0820987962633875	51.370961612989525	1.730003110080484	NA	mode	NA	NA	23.88382391566282	99.9947368429487	17.630209373719655	0.4275764389299623	NA
40	20	10	0005	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0022918449555989	0.1625989202712425	51.41211336880755	2.541883864782949	NA	median	NA	NA	22.332192961247305	13.84515756006361	14.655303594117552	0.3851937651346755	NA
40	20	10	0005	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020327196923544	0.081017311539461	51.35302800326962	1.7209250739903883	NA	median	NA	NA	23.827583741950157	99.99536333207524	17.082779184692175	0.4344411661515186	NA
40	20	10	0006	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0022903788215976	0.1592556609157412	51.56811660831548	2.509172898600451	NA	median	NA	NA	22.11726056934885	13.719355051259368	15.3908766876573	0.5264641995219492	NA
40	20	10	0006	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020352467787623	0.0686501319536258	51.41324892455857	1.625076389066584	NA	mode	NA	NA	23.59713603489611	99.9995509430696	17.211268500014206	0.6020768726930429	NA
40	20	10	0007	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0022989039133194	0.1633577500545736	51.389464327229305	2.480255403854577	NA	median	NA	NA	22.620769220924235	14.099964723373963	14.275363404388823	0.4111755643142436	NA
40	20	10	0007	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.002044245912763	0.0935075210580472	51.34985614957348	1.645257818917973	NA	mode	NA	NA	23.927633253377035	99.9990108636398	16.106937810221375	0.5281466148240955	NA
40	20	10	0008	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.002302979058132	0.1586505516512062	51.568040516968665	2.488197405769722	NA	median	NA	NA	21.739298834213194	13.85511296074113	15.381706359730924	0.4441461871250141	NA
40	20	10	0008	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020396722882376	0.0649373273513937	51.37906068169284	1.662201674996451	NA	median	NA	NA	22.975324020134785	99.99364603519174	17.693406521804054	0.5723789463241591	NA
40	20	10	0009	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0022951252354866	0.1591516132621454	51.97128713294901	2.4714745130029483	NA	median	NA	NA	22.23454055913882	13.821313453634234	14.418225935424266	0.3950218419367087	NA
40	20	10	0009	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.00204290447018	0.0895693004762318	51.38888068759726	1.659488209347011	NA	mode	NA	NA	23.90571738793112	99.99354243985402	15.994941826767665	0.4673182085166538	NA
40	20	10	0010	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0022089760416107	0.1666124454097556	60.81795352318926	2.482668107261008	NA	median	NA	NA	21.6043039741854	12.210173024907396	15.590959148338706	0.3867883632858954	NA
40	20	10	0010	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.002003861603025	0.0855331955500339	53.59202378746495	1.7374596840810728	NA	mode	NA	NA	23.435245574041254	99.9960515680646	17.865739657422115	0.4516009584295196	NA
40	20	10	0011	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.002256448204843	0.1576251822872199	57.72726560784057	2.426832748411487	NA	median	NA	NA	22.210207453889385	13.944387247559856	16.273182595586043	0.2935787246635393	NA
40	20	10	0011	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020127543036942	0.0890757193480142	55.01685055028736	1.7411424949221637	NA	median	NA	NA	23.79804236522206	99.99460478939577	19.144539704169933	0.3382564061122664	NA
40	20	10	0012	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0023084439815196	0.16092965156813	51.37598898299521	2.504807201919724	NA	median	NA	NA	22.34832580903027	13.966907536603886	16.28079628674341	0.4093160626157558	NA
40	20	10	0012	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.002044493867222	0.0944550388832052	51.33305813461243	1.7179735576222472	NA	median	NA	NA	24.153181105216355	99.99877114407349	18.35624463632578	0.5045865602646659	NA
40	20	10	0013	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.002310655066039	0.159701731077981	51.6635056857162	2.4750362306858014	NA	median	NA	NA	22.65522727306992	14.798299196220754	13.465268924663247	0.5387029954610957	NA
40	20	10	0013	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020447376876588	0.0845708960744098	51.36662166112262	1.741352227815115	NA	mean	NA	NA	24.45181144530056	99.9923703121072	16.235212409061354	0.6414066150965609	NA
40	20	10	0014	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0023103401353068	0.1688148223569645	51.4088517697489	2.465694531068801	NA	median	NA	NA	21.766654804721583	12.553009495624188	14.691120069964272	0.4478437284572827	NA
40	20	10	0014	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.002039693952465	0.088703838393191	51.353004503047785	1.6986813463198431	NA	mean	NA	NA	23.367641578375903	99.98888451193258	17.50716573976627	0.5392717450498233	NA
40	20	10	0015	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0023091912478107	0.1678523072869677	51.40079146717791	2.4768455713466566	NA	median	NA	NA	21.284038514496583	12.429484909828872	16.01884162426138	0.4549984303137345	NA
40	20	10	0015	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020408685002632	0.0852502353274391	51.34381428247478	1.69859388554671	NA	median	NA	NA	22.813972334438997	99.99056406592112	18.32480215264052	0.5802802266026247	NA
40	20	10	0016	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0023102893243134	0.1593058798672768	51.4511521084171	2.497890169296753	NA	median	NA	NA	21.42667327565999	12.925519921119998	13.707405226161812	0.4545353019593793	NA
40	20	10	0016	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020398923943195	0.0685645977381132	51.3739103958909	1.674206891235562	NA	mode	NA	NA	22.92530552967613	99.99797413895386	15.450738144356428	0.4819476617756828	NA
40	20	10	0017	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0022867019403037	0.1587063395270276	51.57460912409853	2.4141239243641843	NA	median	NA	NA	21.92782606862815	13.220081054092375	15.804639755765535	0.4437462667581968	NA
40	20	10	0017	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020265218590211	0.0733294084084074	51.38194321374677	1.632000675576768	NA	median	NA	NA	23.698662484438056	99.99271838111588	17.860271939107445	0.5252527787561955	NA
40	20	10	0018	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0022720664431656	0.160110153761206	51.3645978573063	2.5365524304112634	NA	mode	NA	NA	21.7021984127062	13.102158113411225	14.302778111352628	0.3834355009601686	NA
40	20	10	0018	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020114568723063	0.1076205393205197	51.32677623185275	1.8252331267042663	NA	mode	NA	NA	23.55074139323462	99.9951750917309	16.344151038291248	0.4717140157087199	NA
40	20	10	0019	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.0022615638580018	0.1630029627677438	55.80986280797867	2.5295758807854853	NA	median	NA	NA	22.67495134549816	14.510298778116608	14.67367329920848	0.3545633892071455	NA
40	20	10	0019	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020346480381872	0.0939143277264014	52.23754589362762	1.7960549515599642	NA	median	NA	NA	24.216809442879264	99.99684033144192	17.030480989954434	0.4778268122594656	NA
40	20	10	0020	sieve	candidate_snvs	none_univ	mt	exc_cnv	0.00227174726017	0.1616681994922202	54.08853198077058	2.526658741135332	NA	median	NA	NA	21.818046472781283	13.816841588083902	13.897919904372074	0.3920466582371078	NA
40	20	10	0020	sieve	candidate_snvs	none_univ	mt	inc_cnv	0.0020279635909237	0.0889236646060639	51.46561159147188	1.754988073495708	NA	mode	NA	NA	23.649394927516106	99.98117057649264	15.85443376587624	0.4427204912271966	NA
40	20	10	0001	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0001	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0002	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0002	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0003	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0003	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0004	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0004	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0005	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0005	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0006	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0006	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0007	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0007	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0008	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0008	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0009	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0009	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0010	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0010	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0011	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0011	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0012	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0012	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0013	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0013	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0014	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0014	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0015	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0015	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0016	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0016	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0017	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0017	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0018	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0018	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0019	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0019	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0020	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	exc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0020	sieve	candidate_snvs	none_univ-fels_fixed_2	mt	inc_cnv	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	20	10	0001	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.269007	NA	NA	NA	NA	NA	NA	NA	NA	99.86579	NA	NA
40	20	10	0001	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.0	0.290376	NA	NA	NA	NA	NA	NA	NA	NA	99.837601	NA	NA
40	20	10	0002	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.269204	NA	NA	NA	NA	NA	NA	NA	NA	99.873986	NA	NA
40	20	10	0002	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.0	0.291504	NA	NA	NA	NA	NA	NA	NA	NA	99.810686	NA	NA
40	20	10	0003	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.225897	NA	NA	NA	NA	NA	NA	NA	NA	99.859327	NA	NA
40	20	10	0003	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.0	0.260306	NA	NA	NA	NA	NA	NA	NA	NA	99.885812	NA	NA
40	20	10	0004	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.251583	NA	NA	NA	NA	NA	NA	NA	NA	99.877758	NA	NA
40	20	10	0004	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.0	0.282461	NA	NA	NA	NA	NA	NA	NA	NA	99.862517	NA	NA
40	20	10	0005	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.240718	NA	NA	NA	NA	NA	NA	NA	NA	99.855025	NA	NA
40	20	10	0005	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.00058	0.267526	NA	NA	NA	NA	NA	NA	NA	NA	99.849765	NA	NA
40	20	10	0006	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.239381	NA	NA	NA	NA	NA	NA	NA	NA	99.856633	NA	NA
40	20	10	0006	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.0	0.273849	NA	NA	NA	NA	NA	NA	NA	NA	99.859218	NA	NA
40	20	10	0007	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.259637	NA	NA	NA	NA	NA	NA	NA	NA	99.877949	NA	NA
40	20	10	0007	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.001265	0.289481	NA	NA	NA	NA	NA	NA	NA	NA	99.815679	NA	NA
40	20	10	0008	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.235157	NA	NA	NA	NA	NA	NA	NA	NA	99.854764	NA	NA
40	20	10	0008	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.0	0.25383	NA	NA	NA	NA	NA	NA	NA	NA	99.85077	NA	NA
40	20	10	0009	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.251633	NA	NA	NA	NA	NA	NA	NA	NA	99.880861	NA	NA
40	20	10	0009	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.0	0.286574	NA	NA	NA	NA	NA	NA	NA	NA	99.829346	NA	NA
40	20	10	0010	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.253904	NA	NA	NA	NA	NA	NA	NA	NA	99.892991	NA	NA
40	20	10	0010	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.0	0.271214	NA	NA	NA	NA	NA	NA	NA	NA	99.876412	NA	NA
40	20	10	0011	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.272457	NA	NA	NA	NA	NA	NA	NA	NA	99.853739	NA	NA
40	20	10	0011	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.0	0.293253	NA	NA	NA	NA	NA	NA	NA	NA	99.85648	NA	NA
40	20	10	0012	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.261128	NA	NA	NA	NA	NA	NA	NA	NA	99.874558	NA	NA
40	20	10	0012	cellphy	true_monovar_snvs	EP	mt	inc_cnv	0.0	0.294404	NA	NA	NA	NA	NA	NA	NA	NA	99.820685	NA	NA
40	20	10	0013	cellphy	true_monovar_snvs	EP	mt	exc_cnv	0.0	0.255704	NA	NA	NA	NA	NA	NA	NA	NA	99.854363	NA	NA
