cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	num_variant_sites	num_background_sites
40	20	10	0.001999	0.16334	0.0	0.0	0002	sieve	candidate_snvs	none_univ	mt	inc_cnv	760	19240.0
40	20	10	0.001999	0.16334	0.0	0.0	0003	sieve	candidate_snvs	none_univ	mt	exc_cnv	296	6883.0
40	20	10	0.001999	0.16334	0.0	0.0	0003	sieve	candidate_snvs	none_univ	mt	inc_cnv	812	19187.0
40	20	10	0.001999	0.16334	0.0	0.0	0004	sieve	candidate_snvs	none_univ	mt	exc_cnv	330	6758.0
40	20	10	0.001999	0.16334	0.0	0.0	0004	sieve	candidate_snvs	none_univ	mt	inc_cnv	890	19110.0
40	20	10	0.001999	0.16334	0.0	0.0	0005	sieve	candidate_snvs	none_univ	mt	exc_cnv	303	6763.0
40	20	10	0.001999	0.16334	0.0	0.0	0005	sieve	candidate_snvs	none_univ	mt	inc_cnv	837	19162.0
40	20	10	0.001999	0.16334	0.0	0.0	0006	sieve	candidate_snvs	none_univ	mt	exc_cnv	343	6716.0
40	20	10	0.001999	0.16334	0.0	0.0	0006	sieve	candidate_snvs	none_univ	mt	inc_cnv	919	19081.0
40	20	10	0.001999	0.16334	0.0	0.0	0007	sieve	candidate_snvs	none_univ	mt	exc_cnv	282	6816.0
40	20	10	0.001999	0.16334	0.0	0.0	0007	sieve	candidate_snvs	none_univ	mt	inc_cnv	819	19180.0
40	20	10	0.001999	0.16334	0.0	0.0	0008	sieve	candidate_snvs	none_univ	mt	exc_cnv	341	6743.0
40	20	10	0.001999	0.16334	0.0	0.0	0008	sieve	candidate_snvs	none_univ	mt	inc_cnv	904	19095.0
40	20	10	0.001999	0.16334	0.0	0.0	0009	sieve	candidate_snvs	none_univ	mt	exc_cnv	328	6779.0
40	20	10	0.001999	0.16334	0.0	0.0	0009	sieve	candidate_snvs	none_univ	mt	inc_cnv	847	19153.0
40	20	10	0.001999	0.16334	0.0	0.0	0010	sieve	candidate_snvs	none_univ	mt	exc_cnv	332	6766.0
40	20	10	0.001999	0.16334	0.0	0.0	0010	sieve	candidate_snvs	none_univ	mt	inc_cnv	935	19064.0
40	20	10	0.001999	0.16334	0.0	0.0	0011	sieve	candidate_snvs	none_univ	mt	exc_cnv	379	6726.0
40	20	10	0.001999	0.16334	0.0	0.0	0011	sieve	candidate_snvs	none_univ	mt	inc_cnv	1073	18925.0
40	20	10	0.001999	0.16334	0.0	0.0	0012	sieve	candidate_snvs	none_univ	mt	exc_cnv	371	6724.0
40	20	10	0.001999	0.16334	0.0	0.0	0012	sieve	candidate_snvs	none_univ	mt	inc_cnv	1029	18969.0
40	20	10	0.001999	0.16334	0.0	0.0	0013	sieve	candidate_snvs	none_univ	mt	exc_cnv	255	6816.0
40	20	10	0.001999	0.16334	0.0	0.0	0013	sieve	candidate_snvs	none_univ	mt	inc_cnv	731	19269.0
40	20	10	0.001999	0.16334	0.0	0.0	0014	sieve	candidate_snvs	none_univ	mt	exc_cnv	356	6712.0
40	20	10	0.001999	0.16334	0.0	0.0	0014	sieve	candidate_snvs	none_univ	mt	inc_cnv	885	19114.0
40	20	10	0.001999	0.16334	0.0	0.0	0015	sieve	candidate_snvs	none_univ	mt	exc_cnv	366	6670.0
40	20	10	0.001999	0.16334	0.0	0.0	0015	sieve	candidate_snvs	none_univ	mt	inc_cnv	976	19023.0
40	20	10	0.001999	0.16334	0.0	0.0	0016	sieve	candidate_snvs	none_univ	mt	exc_cnv	259	6799.0
40	20	10	0.001999	0.16334	0.0	0.0	0016	sieve	candidate_snvs	none_univ	mt	inc_cnv	707	19293.0
40	20	10	0.001999	0.16334	0.0	0.0	0017	sieve	candidate_snvs	none_univ	mt	exc_cnv	386	6701.0
40	20	10	0.001999	0.16334	0.0	0.0	0017	sieve	candidate_snvs	none_univ	mt	inc_cnv	966	19033.0
40	20	10	0.001999	0.16334	0.0	0.0	0018	sieve	candidate_snvs	none_univ	mt	exc_cnv	307	6794.0
40	20	10	0.001999	0.16334	0.0	0.0	0018	sieve	candidate_snvs	none_univ	mt	inc_cnv	845	19155.0
40	20	10	0.001999	0.16334	0.0	0.0	0019	sieve	candidate_snvs	none_univ	mt	exc_cnv	316	6712.0
40	20	10	0.001999	0.16334	0.0	0.0	0019	sieve	candidate_snvs	none_univ	mt	inc_cnv	858	19141.0
40	20	10	0.001999	0.16334	0.0	0.0	0020	sieve	candidate_snvs	none_univ	mt	exc_cnv	266	6826.0
40	20	10	0.001999	0.16334	0.0	0.0	0020	sieve	candidate_snvs	none_univ	mt	inc_cnv	760	19240.0
40	20	10	0.001999	0.16334	0.0	0.0	0001	cellphy	true_monovar_snvs	EP	mt	exc_cnv	341	NA
40	20	10	0.001999	0.16334	0.0	0.0	0001	cellphy	true_monovar_snvs	EP	mt	inc_cnv	944	NA
40	20	10	0.001999	0.16334	0.0	0.0	0002	cellphy	true_monovar_snvs	EP	mt	exc_cnv	259	NA
40	20	10	0.001999	0.16334	0.0	0.0	0002	cellphy	true_monovar_snvs	EP	mt	inc_cnv	765	NA
40	20	10	0.001999	0.16334	0.0	0.0	0003	cellphy	true_monovar_snvs	EP	mt	exc_cnv	290	NA
40	20	10	0.001999	0.16334	0.0	0.0	0003	cellphy	true_monovar_snvs	EP	mt	inc_cnv	807	NA
40	20	10	0.001999	0.16334	0.0	0.0	0004	cellphy	true_monovar_snvs	EP	mt	exc_cnv	323	NA
40	20	10	0.001999	0.16334	0.0	0.0	0004	cellphy	true_monovar_snvs	EP	mt	inc_cnv	888	NA
40	20	10	0.001999	0.16334	0.0	0.0	0005	cellphy	true_monovar_snvs	EP	mt	exc_cnv	300	NA
40	20	10	0.001999	0.16334	0.0	0.0	0005	cellphy	true_monovar_snvs	EP	mt	inc_cnv	855	NA
40	20	10	0.001999	0.16334	0.0	0.0	0006	cellphy	true_monovar_snvs	EP	mt	exc_cnv	336	NA
40	20	10	0.001999	0.16334	0.0	0.0	0006	cellphy	true_monovar_snvs	EP	mt	inc_cnv	917	NA
40	20	10	0.001999	0.16334	0.0	0.0	0007	cellphy	true_monovar_snvs	EP	mt	exc_cnv	279	NA
40	20	10	0.001999	0.16334	0.0	0.0	0007	cellphy	true_monovar_snvs	EP	mt	inc_cnv	823	NA
40	20	10	0.001999	0.16334	0.0	0.0	0008	cellphy	true_monovar_snvs	EP	mt	exc_cnv	338	NA
40	20	10	0.001999	0.16334	0.0	0.0	0008	cellphy	true_monovar_snvs	EP	mt	inc_cnv	906	NA
40	20	10	0.001999	0.16334	0.0	0.0	0009	cellphy	true_monovar_snvs	EP	mt	exc_cnv	326	NA
40	20	10	0.001999	0.16334	0.0	0.0	0009	cellphy	true_monovar_snvs	EP	mt	inc_cnv	857	NA
40	20	10	0.001999	0.16334	0.0	0.0	0010	cellphy	true_monovar_snvs	EP	mt	exc_cnv	328	NA
40	20	10	0.001999	0.16334	0.0	0.0	0010	cellphy	true_monovar_snvs	EP	mt	inc_cnv	935	NA
40	20	10	0.001999	0.16334	0.0	0.0	0011	cellphy	true_monovar_snvs	EP	mt	exc_cnv	374	NA
40	20	10	0.001999	0.16334	0.0	0.0	0011	cellphy	true_monovar_snvs	EP	mt	inc_cnv	1080	NA
40	20	10	0.001999	0.16334	0.0	0.0	0012	cellphy	true_monovar_snvs	EP	mt	exc_cnv	369	NA
40	20	10	0.001999	0.16334	0.0	0.0	0012	cellphy	true_monovar_snvs	EP	mt	inc_cnv	1019	NA
40	20	10	0.001999	0.16334	0.0	0.0	0013	cellphy	true_monovar_snvs	EP	mt	exc_cnv	249	NA
40	20	10	0.001999	0.16334	0.0	0.0	0013	cellphy	true_monovar_snvs	EP	mt	inc_cnv	734	NA
40	20	10	0.001999	0.16334	0.0	0.0	0014	cellphy	true_monovar_snvs	EP	mt	exc_cnv	350	NA
40	20	10	0.001999	0.16334	0.0	0.0	0014	cellphy	true_monovar_snvs	EP	mt	inc_cnv	899	NA
40	20	10	0.001999	0.16334	0.0	0.0	0015	cellphy	true_monovar_snvs	EP	mt	exc_cnv	361	NA
40	20	10	0.001999	0.16334	0.0	0.0	0015	cellphy	true_monovar_snvs	EP	mt	inc_cnv	986	NA
40	20	10	0.001999	0.16334	0.0	0.0	0016	cellphy	true_monovar_snvs	EP	mt	exc_cnv	252	NA
40	20	10	0.001999	0.16334	0.0	0.0	0016	cellphy	true_monovar_snvs	EP	mt	inc_cnv	689	NA
40	20	10	0.001999	0.16334	0.0	0.0	0017	cellphy	true_monovar_snvs	EP	mt	exc_cnv	383	NA
40	20	10	0.001999	0.16334	0.0	0.0	0017	cellphy	true_monovar_snvs	EP	mt	inc_cnv	969	NA
40	20	10	0.001999	0.16334	0.0	0.0	0018	cellphy	true_monovar_snvs	EP	mt	exc_cnv	301	NA
40	20	10	0.001999	0.16334	0.0	0.0	0018	cellphy	true_monovar_snvs	EP	mt	inc_cnv	845	NA
40	20	10	0.001999	0.16334	0.0	0.0	0019	cellphy	true_monovar_snvs	EP	mt	exc_cnv	308	NA
40	20	10	0.001999	0.16334	0.0	0.0	0019	cellphy	true_monovar_snvs	EP	mt	inc_cnv	865	NA
40	20	10	0.001999	0.16334	0.0	0.0	0020	cellphy	true_monovar_snvs	EP	mt	exc_cnv	262	NA
40	20	10	0.001999	0.16334	0.0	0.0	0020	cellphy	true_monovar_snvs	EP	mt	inc_cnv	762	NA
40	20	10	0.001999	0.16334	0.0	0.0	0001	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	341	NA
40	20	10	0.001999	0.16334	0.0	0.0	0001	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	944	NA
40	20	10	0.001999	0.16334	0.0	0.0	0002	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	259	NA
40	20	10	0.001999	0.16334	0.0	0.0	0002	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	765	NA
40	20	10	0.001999	0.16334	0.0	0.0	0003	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	290	NA
40	20	10	0.001999	0.16334	0.0	0.0	0003	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	807	NA
40	20	10	0.001999	0.16334	0.0	0.0	0004	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	323	NA
40	20	10	0.001999	0.16334	0.0	0.0	0004	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	888	NA
40	20	10	0.001999	0.16334	0.0	0.0	0005	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	300	NA
40	20	10	0.001999	0.16334	0.0	0.0	0005	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	855	NA
40	20	10	0.001999	0.16334	0.0	0.0	0006	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	336	NA
40	20	10	0.001999	0.16334	0.0	0.0	0006	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	917	NA
40	20	10	0.001999	0.16334	0.0	0.0	0007	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	279	NA
40	20	10	0.001999	0.16334	0.0	0.0	0007	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	823	NA
40	20	10	0.001999	0.16334	0.0	0.0	0008	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	338	NA
40	20	10	0.001999	0.16334	0.0	0.0	0008	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	906	NA
40	20	10	0.001999	0.16334	0.0	0.0	0009	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	326	NA
40	20	10	0.001999	0.16334	0.0	0.0	0009	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	857	NA
40	20	10	0.001999	0.16334	0.0	0.0	0010	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	328	NA
40	20	10	0.001999	0.16334	0.0	0.0	0010	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	935	NA
40	20	10	0.001999	0.16334	0.0	0.0	0011	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	374	NA
40	20	10	0.001999	0.16334	0.0	0.0	0011	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	1080	NA
40	20	10	0.001999	0.16334	0.0	0.0	0012	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	369	NA
40	20	10	0.001999	0.16334	0.0	0.0	0012	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	1019	NA
40	20	10	0.001999	0.16334	0.0	0.0	0013	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	249	NA
40	20	10	0.001999	0.16334	0.0	0.0	0013	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	734	NA
40	20	10	0.001999	0.16334	0.0	0.0	0014	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	350	NA
40	20	10	0.001999	0.16334	0.0	0.0	0014	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	899	NA
40	20	10	0.001999	0.16334	0.0	0.0	0015	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	361	NA
40	20	10	0.001999	0.16334	0.0	0.0	0015	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	986	NA
40	20	10	0.001999	0.16334	0.0	0.0	0016	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	252	NA
40	20	10	0.001999	0.16334	0.0	0.0	0016	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	689	NA
40	20	10	0.001999	0.16334	0.0	0.0	0017	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	383	NA
40	20	10	0.001999	0.16334	0.0	0.0	0017	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	969	NA
40	20	10	0.001999	0.16334	0.0	0.0	0018	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	301	NA
40	20	10	0.001999	0.16334	0.0	0.0	0018	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	845	NA
40	20	10	0.001999	0.16334	0.0	0.0	0019	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	308	NA
40	20	10	0.001999	0.16334	0.0	0.0	0019	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	865	NA
40	20	10	0.001999	0.16334	0.0	0.0	0020	sifit	true_monovar_snvs	true_parameters	NA	exc_cnv	262	NA
40	20	10	0.001999	0.16334	0.0	0.0	0020	sifit	true_monovar_snvs	true_parameters	NA	inc_cnv	762	NA
